Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12613,Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06
12619,Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,0.06,0,0.06
12620,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06
12631,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06
12633,Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0,0,0.06,0,0.06
12634,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0,0.06
12635,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12640,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
12646,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06
12647,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0,0.06
12656,Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
12663,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06
12670,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,0.05,0,0.06
12684,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06
12691,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
12694,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06
12697,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06
12699,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.03,0.02,0,0,0.06
12701,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06
12703,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,0.06,0,0.06
12709,Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06
12710,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06
12721,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06
12722,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06
12723,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06
12724,Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,0.03,0.02,0,0,0.06
12725,Zero Divide,PS,1995,Fighting,Ocean,0.03,0.02,0,0,0.06
12727,Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06
12728,Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12731,Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12738,Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0,0,0.06,0,0.06
12742,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12743,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0,0,0.06,0,0.06
12748,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06
12753,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06
12760,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
12766,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
12769,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06
12773,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,0.06,0,0.06
12776,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12778,KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0,0,0.06,0,0.06
12779,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06
12781,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0,0,0.05,0,0.06
12784,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
12790,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
12792,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01,0.06
12798,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12800,Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0,0,0.01,0.06
12801,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12802,Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12804,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0,0.06
12806,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06
12807,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06
12811,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06
12817,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01,0.06
12822,MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
12833,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05
12837,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
12843,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05
12845,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0,0.05
12846,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0,0,0.05
12853,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0,0.01,0.05
12856,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05
12868,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0,0,0.05,0,0.05
12878,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.05
12879,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0,0,0.05
12884,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,0.05
12887,Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
12888,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
12899,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0,0,0.05,0,0.05
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05
12908,Sitting Ducks,PS2,2003,Platform,LSP Games,0.03,0.02,0,0.01,0.05
12917,Mountain Bike Adrenaline,PS2,N/A,Sports,Unknown,0.03,0.02,0,0.01,0.05
12921,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0,0,0.05
12927,ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.05
12930,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05
12936,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0,0.05
12939,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
12942,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05
12945,Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0,0,0.05
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
12953,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0,0,0.05,0,0.05
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
12980,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0,0.01,0.05
12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
12987,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05
13002,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
13004,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
13010,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0,0,0.05
13012,Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05
13014,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
13031,Assetto Corsa,PS4,2016,Racing,505 Games,0,0.04,0,0.01,0.05
13032,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0,0,0.05
13033,Sengoku Basara X,PS2,2008,Fighting,Capcom,0,0,0.05,0,0.05
13038,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.02,0,0.03,0,0.05
13044,Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0,0.01,0.05
13047,Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0,0,0.05,0,0.05
13056,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0,0,0.05,0,0.05
13057,Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,0.04,0,0.01,0.05
13061,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05
13062,Expendable,PS,1999,Action,Infogrames,0.03,0.02,0,0,0.05
13066,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0,0,0.05,0,0.05
13067,Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.03,0.02,0,0,0.05
13068,Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0,0,0.05
13072,Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05
13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0,0,0.05,0,0.05
13090,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.05
13095,Kamiwaza,PS2,2006,Action,Acquire,0,0,0.05,0,0.05
13097,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01,0.05
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05
13104,Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0,0,0.05,0,0.05
13110,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05
13111,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05
13121,Winning Post World,PS3,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05
13125,Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05
13127,Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0,0,0.05
13128,Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05
13140,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0,0.05
13146,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05
13147,Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05
13151,Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05
13158,The History Channel: Great Battles - Medieval,PS3,N/A,Strategy,Slitherine Software,0,0.04,0,0.01,0.05
13163,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13166,Hokuto no Ken,PS2,2007,Fighting,Sega,0,0,0.05,0,0.05
13168,Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05
13172,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
13173,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
13178,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
13180,Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0,0,0.05,0,0.05
13188,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
13201,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05
13203,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0,0,0.05
13204,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0,0.01,0.05
13213,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0,0.01,0.05
13223,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13224,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05
13232,Koihime Musou,PS2,2008,Adventure,Yeti,0,0,0.05,0,0.05
13234,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
13236,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05
13238,Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05
13240,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05
13242,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05
13253,Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0,0,0.05
13256,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0,0,0.05,0,0.05
13262,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13264,Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05
13272,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05
13274,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0,0,0.05,0,0.05
13280,Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,0,0,0.05,0,0.05
13282,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13287,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05
13288,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13292,E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05
13293,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13301,Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
13309,World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
13318,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
13320,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
13326,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
13328,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05
13333,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05
13334,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05
13338,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
13348,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
13349,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05
13352,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
13368,Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05
13372,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.02,0,0.01,0.05
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
13390,Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05
13406,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05
13412,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05
13413,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
13416,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13423,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05
13424,World Fantasista,PS2,2002,Sports,SquareSoft,0,0,0.05,0,0.05
13437,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
13439,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
13445,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05
13453,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13455,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04
13460,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
13462,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13463,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13470,The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04
13473,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,0.04,0,0.04
13480,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04
13494,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
13499,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04
13500,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04
13509,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04
13510,S??bastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0,0,0.04,0,0.04
13514,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04
13516,The King of Fighters 2000,PS2,2002,Fighting,Playmore,0,0,0.04,0,0.04
13521,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13526,Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04
13529,Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04
13530,Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0,0.01,0.04
13533,Resident Evil Director's Cut,PS3,2006,Action,Capcom,0,0,0.04,0,0.04
13545,White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
13546,Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.02,0,0.01,0.04
13554,Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0.01,0,0,0.04
13555,The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13567,Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04
13570,True Love Story 3,PS2,2001,Simulation,Enterbrain,0,0,0.04,0,0.04
13572,The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0,0,0.04
13575,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04
13577,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04
13578,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
13582,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13590,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04
13605,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04
13606,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04
13609,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13612,BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13613,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04
13615,High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,0.04
13616,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
13622,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
13649,Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.04
13651,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13669,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04
13670,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13674,B.L.U.E.: Legend of Water,PS,N/A,Adventure,N/A,0,0,0.04,0,0.04
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
13686,Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04
13692,12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04
13696,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04
13697,Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04
13706,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04
13709,Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04
13713,Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04
13720,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04
13722,Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,0.04
13747,Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04
13757,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04
13759,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0,0.04
13761,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0.01,0.04
13763,Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04
